#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 06 18 02 20 999  4.4  5.4 99.00 99.00 99.00 999 1021.1 999.0  22.6 999.0 99.0 99.00 
2019 06 18 02 30 999  4.6  5.6 99.00 99.00 99.00 999 1021.1 999.0  22.6 999.0 99.0 99.00 
2019 06 18 02 40 999  4.2  5.5  1.33 10.00  5.96  55 1021.0 999.0  22.6 999.0 99.0 99.00 
2019 06 18 02 50 999  4.2  5.5 99.00 99.00 99.00 999 1020.9 999.0  22.6 999.0 99.0 99.00 
2019 06 18 03 00 999  4.3  5.1 99.00 99.00 99.00 999 1020.8 999.0  22.6 999.0 99.0 99.00 
2019 06 18 03 10 999  4.4  5.3 99.00 99.00 99.00 999 1020.6 999.0  22.6 999.0 99.0 99.00 
2019 06 18 03 20 999  4.4  5.3 99.00 99.00 99.00 999 1020.6 999.0  22.6 999.0 99.0 99.00 
2019 06 18 03 30 999  4.6  5.6 99.00 99.00 99.00 999 1020.5 999.0  22.6 999.0 99.0 99.00 
2019 06 18 03 40 999  4.7  5.9  1.32 10.81  6.07  82 1020.5 999.0  22.6 999.0 99.0 99.00 
2019 06 18 03 50 999  4.5  5.5 99.00 99.00 99.00 999 1020.5 999.0  22.6 999.0 99.0 99.00 
2019 06 18 04 00 999  4.2  5.4 99.00 99.00 99.00 999 1020.3 999.0  22.6 999.0 99.0 99.00 
2019 06 18 04 10 999  4.2  5.1 99.00 99.00 99.00 999 1020.3 999.0  22.6 999.0 99.0 99.00 
2019 06 18 04 20 999  4.3  5.6 99.00 99.00 99.00 999 1020.2 999.0  22.6 999.0 99.0 99.00 
2019 06 18 04 30 999  4.1  5.5 99.00 99.00 99.00 999 1020.1 999.0  22.6 999.0 99.0 99.00 
2019 06 18 04 40 999  3.9  4.8  1.29 10.81  6.24  45 1020.0 999.0  22.6 999.0 99.0 99.00 
2019 06 18 04 50 999  4.2  5.1 99.00 99.00 99.00 999 1020.0 999.0  22.6 999.0 99.0 99.00 
2019 06 18 05 00 999  4.4  5.6 99.00 99.00 99.00 999 1020.0 999.0  22.6 999.0 99.0 99.00 
2019 06 18 05 10 999  4.7  5.9 99.00 99.00 99.00 999 1020.0 999.0  22.6 999.0 99.0 99.00 
2019 06 18 05 20 999  4.6  5.8 99.00 99.00 99.00 999 1020.0 999.0  22.6 999.0 99.0 99.00 
2019 06 18 05 30 999  4.7  5.7 99.00 99.00 99.00 999 1019.9 999.0  22.6 999.0 99.0 99.00 
2019 06 18 05 40 999  4.7  6.0  1.27  8.33  6.12 359 1020.0 999.0  22.6 999.0 99.0 99.00 
2019 06 18 05 50 999  4.7  6.0 99.00 99.00 99.00 999 1019.9 999.0  22.5 999.0 99.0 99.00 
2019 06 18 06 00 999  4.3  5.3 99.00 99.00 99.00 999 1020.0 999.0  22.5 999.0 99.0 99.00 
2019 06 18 06 10 999  4.4  5.4 99.00 99.00 99.00 999 1019.9 999.0  22.5 999.0 99.0 99.00 
2019 06 18 06 20 999  4.7  5.7 99.00 99.00 99.00 999 1019.9 999.0 999.0 999.0 99.0 99.00 
2019 06 18 06 30 999  4.9  5.9 99.00 99.00 99.00 999 1019.8 999.0  22.5 999.0 99.0 99.00 
2019 06 18 06 40 999  4.7  5.6  1.23 10.81  6.02  95 1020.0 999.0  22.5 999.0 99.0 99.00 
2019 06 18 06 50 999  4.7  5.7 99.00 99.00 99.00 999 1020.0 999.0  22.5 999.0 99.0 99.00 
2019 06 18 07 00 999  4.3  5.4 99.00 99.00 99.00 999 1020.1 999.0  22.5 999.0 99.0 99.00 
2019 06 18 07 10 999  4.3  5.3 99.00 99.00 99.00 999 1020.2 999.0  22.5 999.0 99.0 99.00 
2019 06 18 07 20 999  4.3  5.9 99.00 99.00 99.00 999 1020.3 999.0  22.5 999.0 99.0 99.00 
2019 06 18 07 30 999  4.9  6.4 99.00 99.00 99.00 999 1020.3 999.0  22.5 999.0 99.0 99.00 
2019 06 18 07 40 999  4.7  5.8  1.16 10.00  5.94  29 1020.3 999.0  22.5 999.0 99.0 99.00 
2019 06 18 07 50 999  4.5  5.5 99.00 99.00 99.00 999 1020.4 999.0  22.5 999.0 99.0 99.00 
2019 06 18 08 00 999  4.5  5.4 99.00 99.00 99.00 999 1020.4 999.0  22.5 999.0 99.0 99.00 
2019 06 18 08 10 999  4.2  5.1 99.00 99.00 99.00 999 1020.5 999.0  22.4 999.0 99.0 99.00 
2019 06 18 08 20 999  4.3  5.4 99.00 99.00 99.00 999 1020.5 999.0  22.4 999.0 99.0 99.00 
2019 06 18 08 30 999  4.0  5.1 99.00 99.00 99.00 999 1020.6 999.0  22.4 999.0 99.0 99.00 
2019 06 18 08 40 999  3.9  4.8  1.25 10.81  6.37  84 1020.7 999.0  22.4 999.0 99.0 99.00 
2019 06 18 08 50 999  3.8  4.8 99.00 99.00 99.00 999 1020.8 999.0  22.4 999.0 99.0 99.00 
2019 06 18 09 00 999  3.6  4.9 99.00 99.00 99.00 999 1020.9 999.0  22.4 999.0 99.0 99.00 
2019 06 18 09 10 999  3.9  4.8 99.00 99.00 99.00 999 1021.0 999.0  22.4 999.0 99.0 99.00 
2019 06 18 09 20 999  3.8  4.6 99.00 99.00 99.00 999 1021.1 999.0  22.4 999.0 99.0 99.00 
2019 06 18 09 30 999  3.7  4.6 99.00 99.00 99.00 999 1021.1 999.0  22.4 999.0 99.0 99.00 
2019 06 18 09 40 999  3.8  4.8  1.12 10.81  5.93  90 1021.2 999.0  22.4 999.0 99.0 99.00 
2019 06 18 09 50 999  3.6  4.4 99.00 99.00 99.00 999 1021.3 999.0  22.4 999.0 99.0 99.00 
2019 06 18 10 00 999  3.7  4.8 99.00 99.00 99.00 999 1021.4 999.0  22.4 999.0 99.0 99.00 
2019 06 18 10 10 999  3.9  5.1 99.00 99.00 99.00 999 1021.5 999.0  22.4 999.0 99.0 99.00 
2019 06 18 10 20 999  3.7  5.0 99.00 99.00 99.00 999 1021.5 999.0  22.4 999.0 99.0 99.00 
2019 06 18 10 30 999  3.8  5.2 99.00 99.00 99.00 999 1021.6 999.0  22.4 999.0 99.0 99.00 
2019 06 18 10 40 999  4.0  4.9  1.16 10.00  6.36  40 1021.7 999.0  22.4 999.0 99.0 99.00 
2019 06 18 10 50 999  4.0  5.0 99.00 99.00 99.00 999 1021.7 999.0  22.4 999.0 99.0 99.00 
2019 06 18 11 00 999  3.8  4.9 99.00 99.00 99.00 999 1021.7 999.0  22.4 999.0 99.0 99.00 
2019 06 18 11 10 999  4.1  5.1 99.00 99.00 99.00 999 1021.7 999.0  22.4 999.0 99.0 99.00 
2019 06 18 11 20 999  4.3  5.1 99.00 99.00 99.00 999 1021.7 999.0  22.4 999.0 99.0 99.00 
2019 06 18 11 30 999  4.0  5.1 99.00 99.00 99.00 999 1021.7 999.0  22.5 999.0 99.0 99.00 
2019 06 18 11 40 999  3.9  5.3  1.18 10.81  6.46  56 1021.8 999.0  22.5 999.0 99.0 99.00 
2019 06 18 11 50 999  4.3  5.3 99.00 99.00 99.00 999 1021.6 999.0  22.5 999.0 99.0 99.00 
2019 06 18 12 00 999  4.0  5.0 99.00 99.00 99.00 999 1021.7 999.0  22.5 999.0 99.0 99.00 
2019 06 18 12 10 999  4.1  5.1 99.00 99.00 99.00 999 1021.7 999.0  22.5 999.0 99.0 99.00 
2019 06 18 18 30 213  7.9  9.1 99.00 99.00 99.00 999 1016.8  27.3  27.8  24.4 99.0 99.00 
2019 06 18 18 40 213  8.2  9.8  0.80  4.17  3.69 207 1016.8  27.3  27.8  24.4 99.0 99.00 
2019 06 18 18 50 214  8.0  9.2 99.00 99.00 99.00 999 1016.7  27.3  27.8  24.4 99.0 99.00 
2019 06 18 19 00 212  7.7  9.2 99.00 99.00 99.00 999 1016.7  27.4  27.8  24.5 99.0 99.00 
2019 06 18 19 10 207  7.9  9.6 99.00 99.00 99.00 999 1016.5  27.4  27.8  24.7 99.0 99.00 
2019 06 18 19 20 209  7.8  9.6 99.00 99.00 99.00 999 1016.5  27.3  27.8  24.6 99.0 99.00 
2019 06 18 19 30 208  7.0  8.3 99.00 99.00 99.00 999 1016.3  27.3  27.8  24.9 99.0 99.00 
2019 06 18 19 40 208  7.2  8.5  0.84  9.09  3.86 148 1016.2  27.3  27.7  25.0 99.0 99.00 
2019 06 18 19 50 206  7.5  9.1 99.00 99.00 99.00 999 1016.1  27.3  27.7  24.9 99.0 99.00 
2019 06 18 20 00 211  7.6  8.9 99.00 99.00 99.00 999 1016.0  27.4  27.7  24.3 99.0 99.00 
2019 06 18 20 10 207  8.0  9.8 99.00 99.00 99.00 999 1015.9  27.5  27.7  24.4 99.0 99.00 
2019 06 18 20 20 206  8.3  9.8 99.00 99.00 99.00 999 1015.6  27.4  27.7  24.2 99.0 99.00 
2019 06 18 20 30 209  7.9  9.1 99.00 99.00 99.00 999 1015.6  27.5  27.7  24.2 99.0 99.00 
2019 06 18 20 40 208  7.6  9.1  0.77  3.33  3.76 202 1015.5  27.4  27.7  24.2 99.0 99.00 
2019 06 18 20 50 207  7.4  8.9 99.00 99.00 99.00 999 1015.4  27.4  27.7  24.5 99.0 99.00 
2019 06 18 21 00 207  7.8  9.5 99.00 99.00 99.00 999 1015.2  27.4  27.7  24.5 99.0 99.00 
2019 06 18 21 10 196  7.4  8.9 99.00 99.00 99.00 999 1015.1  27.3  27.7  24.7 99.0 99.00 
2019 06 18 21 20 199  6.9  8.1 99.00 99.00 99.00 999 1015.1  27.3  27.7  24.6 99.0 99.00 
2019 06 18 21 30 202  7.2  8.6 99.00 99.00 99.00 999 1015.0  27.4  27.7  24.7 99.0 99.00 
2019 06 18 21 40 203  7.0  8.7  0.76  8.33  3.91 140 1015.0  27.4  27.7  24.8 99.0 99.00 
2019 06 18 21 50 203  8.0 10.5 99.00 99.00 99.00 999 1015.0  27.6  27.7  24.3 99.0 99.00 
2019 06 18 22 00 205  8.1  9.4 99.00 99.00 99.00 999 1014.9  27.7  27.7  24.2 99.0 99.00 
2019 06 18 22 10 203  8.5 10.2 99.00 99.00 99.00 999 1014.9  27.7  27.7  24.0 99.0 99.00 
2019 06 18 22 20 200  8.2  9.6 99.00 99.00 99.00 999 1014.9  27.7  27.7  24.3 99.0 99.00 
2019 06 18 22 30 198  8.6 10.2 99.00 99.00 99.00 999 1014.9  27.6  27.7  24.5 99.0 99.00 
2019 06 18 22 40 200  8.6  9.9  0.87  8.33  3.63 132 1014.8  27.6  27.7  24.4 99.0 99.00 
2019 06 18 22 50 202  8.4 10.2 99.00 99.00 99.00 999 1014.9  27.7  27.7  24.1 99.0 99.00 
2019 06 18 23 00 199  8.8 10.1 99.00 99.00 99.00 999 1015.0  27.7  27.6  24.4 99.0 99.00 
2019 06 18 23 10 201  8.5 10.5 99.00 99.00 99.00 999 1015.0  27.6  27.6  24.3 99.0 99.00 
2019 06 18 23 20 199  8.5 10.3 99.00 99.00 99.00 999 1015.1  27.6  27.6  24.2 99.0 99.00 
2019 06 18 23 30 199  8.2  9.8 99.00 99.00 99.00 999 1015.1  27.6  27.6  24.4 99.0 99.00 
2019 06 18 23 40 198  7.6  9.5  0.94  3.85  3.83 196 1015.1  27.5  27.6  24.7 99.0 99.00 
2019 06 18 23 50 198  8.1  9.6 99.00 99.00 99.00 999 1015.0  27.5  27.6  24.4 99.0 99.00 
2019 06 19 00 00 194  7.9  9.0 99.00 99.00 99.00 999 1014.9  27.5  27.6  24.5 99.0 99.00 
2019 06 19 00 10 194  8.4 10.3 99.00 99.00 99.00 999 1014.9  27.6  27.6  24.6 99.0 99.00 
2019 06 19 00 20 196  8.8 10.5 99.00 99.00 99.00 999 1014.9  27.6  27.7  24.6 99.0 99.00 
2019 06 19 00 30 198  8.8 10.3 99.00 99.00 99.00 999 1015.1  27.6  27.7  24.7 99.0 99.00 
2019 06 19 00 40 227  9.5 12.2  0.91  3.70  3.81 189 1015.2  26.4  27.6  23.7 99.0 99.00 
2019 06 19 00 50 232  7.7  9.2 99.00 99.00 99.00 999 1015.1  26.3  27.6  23.8 99.0 99.00 
2019 06 19 01 00 220  8.1  9.6 99.00 99.00 99.00 999 1014.9  26.7  27.6  24.2 99.0 99.00 
2019 06 19 01 10 214  7.7  9.6 99.00 99.00 99.00 999 1015.0  27.0  27.6  24.5 99.0 99.00 
2019 06 19 01 20 211  6.9  8.4 99.00 99.00 99.00 999 1015.1  27.2  27.6  24.8 99.0 99.00 
2019 06 19 01 30 202  7.5 11.0 99.00 99.00 99.00 999 1015.0  27.4  27.6  24.8 99.0 99.00 
2019 06 19 01 40 202  8.6 10.1  0.94  3.57  3.82 182 1015.1  27.8  27.7  24.3 99.0 99.00 
2019 06 19 01 50 203  8.7 10.7 99.00 99.00 99.00 999 1015.1  27.8  27.7  24.0 99.0 99.00 
2019 06 19 02 00 203  9.1 10.9 99.00 99.00 99.00 999 1015.3  27.8  27.6  24.2 99.0 99.00 
2019 06 19 02 10 202  8.3 10.2 99.00 99.00 99.00 999 1015.3  27.8  27.6  24.3 99.0 99.00 
2019 06 19 02 20 205  8.3 10.0 99.00 99.00 99.00 999 1015.4  27.8  27.6  24.5 99.0 99.00 
2019 06 19 02 30 220  7.9 10.8 99.00 99.00 99.00 999 1015.4  27.6  27.6  24.5 99.0 99.00 
2019 06 19 02 40 221  6.7  8.4  0.94  4.00  3.92 197 1015.3  27.3  27.6  24.3 99.0 99.00 
2019 06 19 02 50 206  8.1 10.0 99.00 99.00 99.00 999 1015.1  27.7  27.6  24.1 99.0 99.00 
2019 06 19 03 00 201  8.8 11.6 99.00 99.00 99.00 999 1014.9  27.7  27.6  24.2 99.0 99.00 
2019 06 19 03 10 191  9.4 12.6 99.00 99.00 99.00 999 1015.0  26.8  27.5  23.7 99.0 99.00 
2019 06 19 03 20 195  8.1  9.7 99.00 99.00 99.00 999 1014.8  27.4  27.5  23.5 99.0 99.00 
2019 06 19 03 30 196  8.8 10.7 99.00 99.00 99.00 999 1014.6  27.6  27.5  24.1 99.0 99.00 
2019 06 19 03 40 202  9.3 10.8  1.01  3.85  3.83 181 1014.7  27.5  27.6  24.1 99.0 99.00 
2019 06 19 03 50 216  8.3 10.2 99.00 99.00 99.00 999 1014.7  27.0  27.6  24.0 99.0 99.00 
2019 06 19 04 00 212  7.4  9.4 99.00 99.00 99.00 999 1014.7  26.9  27.6  24.0 99.0 99.00 
2019 06 19 04 10 216  6.9  8.1 99.00 99.00 99.00 999 1014.5  26.8  27.6  24.1 99.0 99.00 
2019 06 19 04 20 218  7.3  8.4 99.00 99.00 99.00 999 1014.6  26.8  27.6  24.3 99.0 99.00 
2019 06 19 04 30 214  7.2  8.7 99.00 99.00 99.00 999 1014.6  26.9  27.6  24.5 99.0 99.00 
2019 06 19 04 40 210  7.1  8.9  1.10  4.17  3.96 180 1014.5  27.1  27.6  24.4 99.0 99.00 
2019 06 19 04 50 202  7.9  9.7 99.00 99.00 99.00 999 1014.4  27.5  27.5  24.0 99.0 99.00 
2019 06 19 05 00 205  8.2  9.8 99.00 99.00 99.00 999 1014.3  27.6  27.5  23.9 99.0 99.00 
2019 06 19 05 10 219  7.2  8.9 99.00 99.00 99.00 999 1014.3  27.2  27.5  24.0 99.0 99.00 
2019 06 19 05 20 221  7.6  9.2 99.00 99.00 99.00 999 1014.3  27.1  27.5  23.9 99.0 99.00 
2019 06 19 05 30 214  7.0  8.4 99.00 99.00 99.00 999 1014.2  27.1  27.5  24.2 99.0 99.00 
2019 06 19 05 40 211  7.1  8.3  1.06  4.55  4.13 167 1014.2  27.2  27.5  24.2 99.0 99.00 
2019 06 19 05 50 210  6.8  8.1 99.00 99.00 99.00 999 1014.1  27.2  27.6  24.1 99.0 99.00 
2019 06 19 06 00 201  7.2  8.9 99.00 99.00 99.00 999 1014.0  27.5  27.6  24.0 99.0 99.00 
2019 06 19 06 10 202  6.3 15.0 99.00 99.00 99.00 999 1013.9  26.1  27.6  23.4 99.0 99.00 
2019 06 19 06 20 202  6.8  8.7 99.00 99.00 99.00 999 1013.5  26.9  27.6  23.9 99.0 99.00 
2019 06 19 06 30 198  7.1  8.6 99.00 99.00 99.00 999 1013.3  27.3  27.6  23.8 99.0 99.00 
2019 06 19 06 40 196  7.2  9.0  1.08  4.35  4.09 176 1013.2  27.4  27.6  23.5 99.0 99.00 
2019 06 19 06 50 221  7.5  8.9 99.00 99.00 99.00 999 1013.0  26.9  27.6  23.7 99.0 99.00 
2019 06 19 07 00 199  7.7 11.1 99.00 99.00 99.00 999 1013.0  27.0  27.6  23.7 99.0 99.00 
2019 06 19 07 10 242  8.9 12.0 99.00 99.00 99.00 999 1012.9  25.8  27.6  23.4 99.0 99.00 
2019 06 19 07 20 243  8.6 12.1 99.00 99.00 99.00 999 1012.7  25.0  27.6  23.3 99.0 99.00 
2019 06 19 07 30 231  7.8 10.2 99.00 99.00 99.00 999 1012.6  25.9  27.6  23.3 99.0 99.00 
2019 06 19 07 40 231  9.1 12.6  1.16  4.76  4.13 174 1012.4  25.2  27.6  23.3 99.0 99.00 
2019 06 19 07 50 219  6.3  9.3 99.00 99.00 99.00 999 1012.4  24.6  27.6  23.0 99.0 99.00 
2019 06 19 08 00 218  5.3  7.7 99.00 99.00 99.00 999 1012.5  25.2  27.6  23.6 99.0 99.00 
2019 06 19 08 10 190  6.7 10.1 99.00 99.00 99.00 999 1012.4  25.1  27.6  23.7 99.0 99.00 
2019 06 19 08 20 181  7.2  9.9 99.00 99.00 99.00 999 1012.1  24.9  27.6  23.2 99.0 99.00 
2019 06 19 08 30 177  7.5  9.8 99.00 99.00 99.00 999 1012.1  25.3  27.6  23.9 99.0 99.00 
2019 06 19 08 40 190  6.2  8.4  1.13  4.76  4.16 174 1012.1  25.5  27.6  24.0 99.0 99.00 
2019 06 19 08 50 203  6.3  7.9 99.00 99.00 99.00 999 1011.9  26.0  27.6  23.9 99.0 99.00 
2019 06 19 09 00 205  6.2  7.5 99.00 99.00 99.00 999 1011.9  25.9  27.6  23.1 99.0 99.00 
2019 06 19 09 10 187  7.6  9.5 99.00 99.00 99.00 999 1011.9  26.0  27.6  23.3 99.0 99.00 
2019 06 19 09 20 167  7.9  9.7 99.00 99.00 99.00 999 1011.9  25.6  27.5  23.6 99.0 99.00 
2019 06 19 09 30 169  7.1  8.6 99.00 99.00 99.00 999 1011.9  25.4  27.5  23.8 99.0 99.00 
2019 06 19 09 40 170  6.8  8.0  1.10  4.55  4.12 171 1011.9  25.5  27.5  23.7 99.0 99.00 
2019 06 19 09 50 167  6.1  7.6 99.00 99.00 99.00 999 1012.0  25.7  27.5  23.8 99.0 99.00 
2019 06 19 10 00 165  5.6  6.7 99.00 99.00 99.00 999 1012.0  25.7  27.5  23.7 99.0 99.00 
2019 06 19 10 10 164  5.7  7.1 99.00 99.00 99.00 999 1012.0  25.9  27.5  23.7 99.0 99.00 
2019 06 19 10 20 159  5.3  6.2 99.00 99.00 99.00 999 1011.8  26.0  27.5  24.1 99.0 99.00 
2019 06 19 10 30 161  5.5  6.8 99.00 99.00 99.00 999 1011.8  26.0  27.5  24.2 99.0 99.00 
2019 06 19 10 40 161  5.3  6.4  0.95  4.55  4.13 169 1011.6  26.2  27.5  24.4 99.0 99.00 
2019 06 19 10 50 169  4.4  5.4 99.00 99.00 99.00 999 1011.5  26.4  27.5  24.6 99.0 99.00 
2019 06 19 11 00 179  4.1  5.3 99.00 99.00 99.00 999 1011.4  26.5  27.5  24.3 99.0 99.00 
2019 06 19 11 10 211  6.2  8.6 99.00 99.00 99.00 999 1011.6  26.8  27.5  24.1 99.0 99.00 
2019 06 19 11 20 201  8.4 10.7 99.00 99.00 99.00 999 1011.5  26.0  27.5  23.9 99.0 99.00 
2019 06 19 11 30 204  6.4  8.5 99.00 99.00 99.00 999 1011.6  26.0  27.5  23.8 99.0 99.00 
2019 06 19 11 40 209  5.4  6.6  0.91  6.25  4.08 171 1011.8  26.3  27.5  23.7 99.0 99.00 
2019 06 19 11 50 222  6.1  7.1 99.00 99.00 99.00 999 1011.6  26.7  27.4  24.1 99.0 99.00 
2019 06 19 12 00 228  6.8  8.4 99.00 99.00 99.00 999 1011.6  26.9  27.4  24.0 99.0 99.00 
2019 06 19 12 10 232  6.2  7.5 99.00 99.00 99.00 999 1011.6  26.9  27.4  24.1 99.0 99.00 
2019 06 19 12 20 231  6.6  7.7 99.00 99.00 99.00 999 1011.6  26.9  27.4  23.6 99.0 99.00 
2019 06 19 12 30 228  6.7  8.0 99.00 99.00 99.00 999 1011.6  26.9  27.4  23.9 99.0 99.00 
2019 06 19 12 40 227  7.1  8.1  0.93  6.67  4.34 155 1011.5  26.8  27.4  23.6 99.0 99.00 
2019 06 19 12 50 227  7.5  9.0 99.00 99.00 99.00 999 1011.6  26.9  27.4  23.4 99.0 99.00 
2019 06 19 13 00 224  7.2  8.1 99.00 99.00 99.00 999 1011.6  26.9  27.4  23.7 99.0 99.00 
2019 06 19 13 10 227  6.5  8.2 99.00 99.00 99.00 999 1011.6  26.8 999.0  23.8 99.0 99.00 
2019 06 19 13 20 232  6.3  7.4 99.00 99.00 99.00 999 1011.3  26.8  27.4  23.8 99.0 99.00 
2019 06 19 13 30 229  5.4  6.3 99.00 99.00 99.00 999 1011.3  26.8  27.4  23.7 99.0 99.00 
2019 06 19 13 40 233  5.3  6.1  0.86  8.33  4.38 137 1011.1  26.8  27.5  23.9 99.0 99.00 
2019 06 19 13 50 235  5.8  7.0 99.00 99.00 99.00 999 1011.3  26.8  27.5  24.0 99.0 99.00 
2019 06 19 14 00 241  6.4  7.6 99.00 99.00 99.00 999 1011.3  26.8 999.0  24.0 99.0 99.00 
2019 06 19 14 10 241  5.8  6.8 99.00 99.00 99.00 999 1011.3  26.8  27.5  24.0 99.0 99.00 
2019 06 19 14 20 232  5.8  7.0 99.00 99.00 99.00 999 1011.2  26.8  27.5  24.0 99.0 99.00 
2019 06 19 14 30 245  7.1 10.5 99.00 99.00 99.00 999 1011.4  26.5  27.5  24.2 99.0 99.00 
2019 06 19 14 40 275  5.6  7.6  0.88  6.25  4.89 170 1011.3 999.0  27.5 999.0 99.0 99.00 
2019 06 19 14 50 256  5.6  6.6 99.00 99.00 99.00 999 1011.4  25.6  27.5  24.2 99.0 99.00 
2019 06 19 15 00 249  5.3  6.2 99.00 99.00 99.00 999 1011.4  25.7  27.5  24.0 99.0 99.00 
2019 06 19 15 10 252  5.0  6.4 99.00 99.00 99.00 999 1011.4  25.9  27.5  23.7 99.0 99.00 
2019 06 19 15 20 249  4.7  5.8 99.00 99.00 99.00 999 1011.4  25.9  27.5  23.6 99.0 99.00 
2019 06 19 15 30 244  4.7  6.1 99.00 99.00 99.00 999 1011.4  26.0  27.5  23.7 99.0 99.00 
2019 06 19 15 40 246  4.8  5.8  0.84  8.33  4.62 147 1011.3  26.1  27.5  23.8 99.0 99.00 
2019 06 19 15 50 250  4.8  5.9 99.00 99.00 99.00 999 1011.3  26.1  27.5  23.8 99.0 99.00 
2019 06 19 16 00 244  4.6  5.8 99.00 99.00 99.00 999 1011.3  26.1  27.6  23.9 99.0 99.00 
2019 06 19 16 10 248  4.9  5.8 99.00 99.00 99.00 999 1011.2  26.2  27.6  23.8 99.0 99.00 
2019 06 19 16 20 245  5.3  6.1 99.00 99.00 99.00 999 1011.3  26.3  27.6  23.9 99.0 99.00 
2019 06 19 16 30 240  5.4  6.5 99.00 99.00 99.00 999 1011.2  26.3  27.7  23.9 99.0 99.00 
2019 06 19 16 40 241  5.5  6.3  0.85  6.67  4.95 177 1011.2  26.3  27.6  24.0 99.0 99.00 
2019 06 19 16 50 242  5.0  6.1 99.00 99.00 99.00 999 1011.2  26.4  27.7  24.1 99.0 99.00 
2019 06 19 17 00 241  5.0  5.8 99.00 99.00 99.00 999 1011.1  26.5  27.6  23.9 99.0 99.00 
2019 06 19 17 10 238  4.5  5.5 99.00 99.00 99.00 999 1010.9  26.5  27.6  24.0 99.0 99.00 
2019 06 19 17 20 233  4.6  5.9 99.00 99.00 99.00 999 1010.8  26.6  27.7  24.1 99.0 99.00 
2019 06 19 17 30 229  5.0  6.1 99.00 99.00 99.00 999 1010.6  26.6  27.7  24.1 99.0 99.00 
2019 06 19 17 40 226  4.8  6.0  0.86  6.67  5.06 153 1010.6  26.7  27.7  24.2 99.0 99.00 
2019 06 19 17 50 219  5.0  5.8 99.00 99.00 99.00 999 1010.3  26.7  27.7  24.3 99.0 99.00 
2019 06 19 18 00 223  4.7  5.9 99.00 99.00 99.00 999 1010.3  26.8  27.8  24.5 99.0 99.00 
2019 06 19 18 10 222  4.8  5.6 99.00 99.00 99.00 999 1010.3  26.8  27.7  24.5 99.0 99.00 
2019 06 19 18 20 217  5.0  6.1 99.00 99.00 99.00 999 1010.3  26.9  27.7  24.6 99.0 99.00 
2019 06 19 18 30 221  5.6  6.7 99.00 99.00 99.00 999 1010.3  26.9  27.8  24.5 99.0 99.00 
2019 06 19 18 40 218  6.0  7.1  0.87  6.67  4.90 164 1010.3  26.9  27.6  24.6 99.0 99.00 
2019 06 19 18 50 216  6.4  7.6 99.00 99.00 99.00 999 1010.2  26.9  27.7  24.6 99.0 99.00 
2019 06 19 19 00 221  6.1  7.0 99.00 99.00 99.00 999 1010.0  27.0  27.8  24.6 99.0 99.00 
2019 06 19 19 10 217  5.8  7.0 99.00 99.00 99.00 999 1010.0  27.0  27.8  24.8 99.0 99.00 
2019 06 19 19 20 214  5.7  6.7 99.00 99.00 99.00 999 1009.8  26.9  27.8  24.8 99.0 99.00 
2019 06 19 19 30 216  5.6  6.9 99.00 99.00 99.00 999 1009.7  27.0  27.8  24.8 99.0 99.00 
2019 06 19 19 40 206  5.6  6.4  0.91  6.25  4.71 163 1009.6  26.9  27.8  24.7 99.0 99.00 
2019 06 19 19 50 204  5.9  6.9 99.00 99.00 99.00 999 1009.5  26.9  27.8  24.7 99.0 99.00 
2019 06 19 20 00 207  6.4  7.6 99.00 99.00 99.00 999 1009.5  27.0  27.8  24.7 99.0 99.00 
2019 06 19 20 10 206  6.9  8.2 99.00 99.00 99.00 999 1009.3  27.0  27.8  24.8 99.0 99.00 
2019 06 19 20 20 205  6.9  7.9 99.00 99.00 99.00 999 1009.2  27.1  27.8  25.0 99.0 99.00 
2019 06 19 20 30 205  6.6  7.6 99.00 99.00 99.00 999 1009.0  27.1  27.9  24.9 99.0 99.00 
2019 06 19 20 40 202  6.9  8.0  0.86  6.67  4.93 156 1008.9  27.2  27.9  25.3 99.0 99.00 
2019 06 19 20 50 205  7.0  8.7 99.00 99.00 99.00 999 1008.9  27.2  27.9  25.5 99.0 99.00 
2019 06 19 21 00 210  7.1  8.1 99.00 99.00 99.00 999 1008.7  27.2  28.0  25.4 99.0 99.00 
2019 06 19 21 10 204  7.1  8.9 99.00 99.00 99.00 999 1008.6  27.3  27.9  25.3 99.0 99.00 
2019 06 19 21 20 204  7.9  9.2 99.00 99.00 99.00 999 1008.6  27.5  27.8  25.1 99.0 99.00 
2019 06 19 21 30 204  7.8  9.3 99.00 99.00 99.00 999 1008.7  27.5  27.7  25.0 99.0 99.00 
2019 06 19 21 40 203  7.8  9.2  0.90  8.33  4.57 136 1008.4  27.5  27.8  25.2 99.0 99.00 
2019 06 19 21 50 200  8.1 10.0 99.00 99.00 99.00 999 1008.5  27.5  27.9  25.3 99.0 99.00 
2019 06 19 22 00 200  8.3  9.8 99.00 99.00 99.00 999 1008.7  27.6  28.0  25.5 99.0 99.00 
2019 06 19 22 10 201  8.7 10.5 99.00 99.00 99.00 999 1008.7  27.6  28.0  25.4 99.0 99.00 
